Date,text,DataSource,Polarity,SentimentScore,Sentiment
02-06-2017 19:15,"b""#GenZ loves #YouTube\xe2\x80\x94in fact, 50% of them say they can't live without the platform: https://t.co/chnZoSrWG9.""",SocialMedia,0.136363636,3,Neutral
23-05-2017 16:02,"b""Run out of #movies on Netflix? Don't worry, one of these shows is bound to be your perfect match. https://t.co/t1Q1SiO9Od""",SocailMedia,1,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.75,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.75,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.75,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.75,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.75,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.75,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.75,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.75,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.75,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.75,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.75,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.75,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.75,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.75,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.75,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.75,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.75,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.75,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.75,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.75,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.75,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.75,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.75,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.75,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.75,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.75,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.75,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.75,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.75,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.75,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.75,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.75,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.75,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.62,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.6,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.6,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.6,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.6,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.6,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.6,5,Very Positive
26-04-2017," TiVo Bolt NETFLIX dramatically improved my Verizon FiOS TV experience, Excellent",Amazon,0.6,5,Very Positive
25-04-2017 17:21,"b'Hi @Zimal10s! TiVo does record TV shows and it allows you to stream shows or movies on your favorite apps like Netflix, Hulu, etc.'",SocailMedia,0.5,5,Very Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
20-04-2017,TiVo Bolt NETFLIX is good,Amazon,0.45,4,Positive
