Date,text,DataSource,Polarity,SentimentScore,Sentiment
10-11-2017," TiVo Bolt VOX dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
10-11-2017," TiVo Bolt VOX dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
10-11-2017," TiVo Bolt VOX dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
10-11-2017," TiVo Bolt VOX dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
10-11-2017," TiVo Bolt VOX dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
10-11-2017," TiVo Bolt VOX dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
10-11-2017," TiVo Bolt VOX dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
10-11-2017," TiVo Bolt VOX dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
10-11-2017," TiVo Bolt VOX dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
10-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
10-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
10-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
10-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
10-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
09-11-2017 20:13,b'We \xf0\x9f\x92\x99  hearing from our customers! Thank you to all of our fans who came out to TiVo headquarters to #TalkToTheVOX!\xe2\x80\xa6 https://t.co/YPVfWSRrzK',SocailMedia,0,3,Neutral
09-11-2017 17:15,"b""You don't have to leave your couch to travel the world, just #TalkToTheVOX and sail away! https://t.co/bndWcRDUlz""",SocailMedia,0,3,Neutral
07-11-2017 18:10,b'Ready to binge on #StrangerThings? Just #TalkToTheVOX and let the drama unfold!',SocailMedia,0.25,4,Positive
04-11-2017 19:42,b'The experts dish on #TalkToTheVOX!  https://t.co/f8nRkdZNF8',SocailMedia,0,3,Neutral
04-11-2017 18:16,"b""We're at live at our #TalkToTheVOX launch party!  https://t.co/Fs43oqkquT""",SocailMedia,0.170454545,3,Neutral
04-11-2017 17:38,"b""#TiVo fans were ready for you to #TalkToTheVOX! Who's excited? https://t.co/gysFu2bW4A""",SocailMedia,0.3125,4,Positive
03-11-2017 00:15,b'Say it. Watch it. Could it be any easier? #TalkToTheVOX https://t.co/Bw7Hav7jZV',SocailMedia,0,3,Neutral
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
01-11-2017,TiVo Bolt VOX is good,Amazon,0.45,4,Positive
29-10-2017 14:00,"b'The new TiVo BOLT VOX, Mini VOX, and VOX Remote are now available! Ready to #TalkToTheVOX? https://t.co/I8VWvaxozH https://t.co/gPgxBSnFoh'",SocailMedia,0.184090909,3,Neutral
28-10-2017 17:20,"b'Say it. Watch it. It\xe2\x80\x99s that easy with the all-new TiVo BOLT VOX, Mini VOX, and VOX Remote. #TalkToTheVOX https://t.co/i3zqKp1Q0U'",SocailMedia,0.166666667,3,Neutral
27-10-2017 23:10,"b'Come see everything that\xe2\x80\x99s new in the TiVo BOLT VOX, Mini VOX, and VOX Remote. Are you ready to #TalkToTheVOX?\xe2\x80\xa6 https://t.co/nvPWcgDCBd'",SocailMedia,0.078787879,3,Neutral
27-10-2017 15:25,b'Find your favorites faster with the new TiVo VOX Remote. #TalkToTheVOX https://t.co/87FGVBj6zt',SocailMedia,0.018181818,3,Neutral
26-10-2017 14:45,b'Bring voice control and 4K Ultra HD to every room of the house with the TiVo Mini VOX. #TalkToTheVOX https://t.co/IfOYXcIW9v',SocailMedia,0,3,Neutral
26-10-2017 01:10,"b""What's the best way to end a #TV show? @tvoti fills us in on all the pieces that have to come together. https://t.co/Eqsdggf9aa @voxdotcom""",SocailMedia,1,5,Very Positive
25-10-2017 18:30,"b'Meet TiVo BOLT VOX, the voice-powered ultimate entertainment system. #TalkToTheVOX https://t.co/XvcZ9w6wWu'",SocailMedia,0,3,Neutral
24-10-2017 21:27,b'RT @TiVo: Say it. Watch it. It\xe2\x80\x99s that easy. #TalkToTheVOX https://t.co/nt5oLYACQJ',SocialMedia,0.433333333,4,Positive
24-10-2017 20:01,b'Calling all BOLT and Roamio owners! Did you know you can take your TiVo to the next level with the new VOX Remote?\xe2\x80\xa6 https://t.co/27GGx2Sntc',SocailMedia,0.068181818,3,Neutral
24-10-2017 17:00,b'Say it. Watch it. It\xe2\x80\x99s that easy. #TalkToTheVOX https://t.co/nt5oLYACQJ',SocailMedia,0.433333333,4,Positive
24-10-2017 15:26,"b'@btiller03 Hey Brandon, you can learn more about the new TiVo BOLT VOX here: https://t.co/WTRZxWKKXo'",SocailMedia,0.318181818,4,Positive
24-10-2017 13:17,"b'Voice powers the ultimate entertainment experience in the new TiVo BOLT VOX, Mini VOX, and VOX Remote.\xe2\x80\xa6 https://t.co/1rZbd7ErEc'",SocialMedia,0.068181818,3,Neutral
24-10-2017 13:13,"b'Introducing the all-new TiVo BOLT VOX, Mini VOX, and VOX Remote, available October 29. Ready to #TalkToTheVOX? https://t.co/oqGmgoU6hf'",SocailMedia,0.166666667,3,Neutral
28-09-2017 19:30,b'WIll you be following this easy-to-read (and illustrated!) guide from @carolineframke &amp; @tvoti? https://t.co/X0X9a3OI3d @voxdotcom',SocailMedia,0,3,Neutral
19-06-2017 15:00,"b""In case you didn't get enough of the #Tonys, check out the top eight performances of all time! https://t.co/GyspF06mjJ via @Vox""",SocailMedia,0.3125,4,Positive
19-05-2017 14:04,b'RT @voxdotcom: Why the world of Unbreakable Kimmy Schmidt is bursting with color. https://t.co/05ZmpYXT33',SocailMedia,0,3,Neutral
17-01-2017 14:52,b'Few viewers can still mean a season renewal. Find out how the #TV business and rules are changing: https://t.co/PxwBuAlQVT. via @voxdotcom',SocialMedia,-0.25625,2,Negative
24-10-2016 22:21,"b"".@TheSimpsons joined a club so elite, it's the second member: scripted series with 600+ episodes. https://t.co/pygmECY6cL via @voxdotcom""",SocialMedia,0,3,Neutral
20-07-2016 14:04,b'Do Americans really hate #spoilers? @voxdotcom &amp; @MorningConsult dig in with a new poll: https://t.co/NnbH2UdFuv.',SocialMedia,-0.331818182,2,Negative
20-05-2016 14:29,"b""There's a lot more happening on set of your favorite #TV set than you'd expect. Watch and learn via @voxdotcom: https://t.co/exH4ISMjnq""",SocialMedia,0.5,5,Very Positive
