Date,text,DataSource,Polarity,SentimentScore,Sentiment
20-10-2017,TiVo Bolt Hydra UI is just ok,Amazon,0.212,3,Neutral
20-10-2017,TiVo Bolt Hydra UI is just ok,Amazon,0.212,3,Neutral
20-10-2017,TiVo Bolt Hydra UI is just ok,Amazon,0.212,3,Neutral
20-10-2017,TiVo Bolt Hydra UI is just ok,Amazon,0.212,3,Neutral
20-10-2017,TiVo Bolt Hydra UI is just ok,Amazon,0.212,3,Neutral
20-10-2017,TiVo Bolt Hydra UI is just ok,Amazon,0.212,3,Neutral
20-10-2017,TiVo Bolt Hydra UI is just ok,Amazon,0.212,3,Neutral
20-10-2017,TiVo Bolt Hydra UI is just ok,Amazon,0.212,3,Neutral
20-10-2017,TiVo Bolt Hydra UI is just ok,Amazon,0.212,3,Neutral
20-10-2017,TiVo Bolt Hydra UI is just ok,Amazon,0.212,3,Neutral
20-10-2017,TiVo Bolt Hydra UI is just ok,Amazon,0.18,3,Neutral
20-10-2017,TiVo Bolt Hydra UI is just ok,Amazon,0.18,3,Neutral
20-10-2017,TiVo Bolt Hydra UI is just ok,Amazon,0.18,3,Neutral
20-10-2017,TiVo Bolt Hydra UI is just ok,Amazon,0.18,3,Neutral
20-10-2017,TiVo Bolt Hydra UI is just ok,Amazon,0.18,3,Neutral
20-10-2017,TiVo Bolt Hydra UI is just ok,Amazon,0.18,3,Neutral
20-10-2017,TiVo Bolt Hydra UI is just ok,Amazon,0.18,3,Neutral
20-10-2017,TiVo Bolt Hydra UI is just ok,Amazon,0.18,3,Neutral
20-10-2017,TiVo Bolt Hydra UI is not good,Amazon,-0.45,2,Negative
20-10-2017,TiVo Bolt Hydra UI is not good,Amazon,-0.45,2,Negative
20-10-2017,TiVo Bolt Hydra UI is not good,Amazon,-0.45,2,Negative
20-10-2017,TiVo Bolt Hydra UI is not good,Amazon,-0.45,2,Negative
20-10-2017,TiVo Bolt Hydra UI is not good,Amazon,-0.45,2,Negative
20-10-2017,TiVo Bolt Hydra UI is not good,Amazon,-0.45,2,Negative
20-10-2017,TiVo Bolt Hydra UI is not good,Amazon,-0.45,2,Negative
20-10-2017,TiVo Bolt Hydra UI is not good,Amazon,-0.45,2,Negative
20-10-2017,TiVo Bolt Hydra UI is not good,Amazon,-0.45,2,Negative
20-10-2017,TiVo Bolt Hydra UI is not good,Amazon,-0.45,2,Negative
20-10-2017,TiVo Bolt Hydra UI is not good,Amazon,-0.45,2,Negative
20-10-2017,TiVo Bolt Hydra UI is not good,Amazon,-0.325,2,Negative
20-10-2017,TiVo Bolt Hydra UI is not good,Amazon,-0.325,2,Negative
20-10-2017,TiVo Bolt Hydra UI is not good,Amazon,-0.325,2,Negative
20-10-2017,TiVo Bolt Hydra UI is not good,Amazon,-0.325,2,Negative
20-10-2017,TiVo Bolt Hydra UI is not good,Amazon,-0.325,2,Negative
20-10-2017,TiVo Bolt Hydra UI is not good,Amazon,-0.45,2,Negative
20-10-2017,TiVo Bolt Hydra UI is not good,Amazon,-0.45,2,Negative
20-10-2017,TiVo Bolt Hydra UI is not good,Amazon,-0.45,2,Negative
20-10-2017,TiVo Bolt Hydra UI is not good,Amazon,-0.45,2,Negative
20-10-2017,TiVo Bolt Hydra UI is not good,Amazon,-0.45,2,Negative
20-10-2017,TiVo Bolt Hydra UI is not good,Amazon,-0.45,2,Negative
20-10-2017,TiVo Bolt Hydra UI is not good,Amazon,-0.45,2,Negative
20-10-2017,TiVo Bolt Hydra UI is not good,Amazon,-0.45,2,Negative
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
11-10-2017," TiVo Bolt Hydra UI dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
11-10-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-10-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-10-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-10-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
03-03-2017 15:04,b'ICYMI: Last week we announced that @vodafone_es will be the first provider to launch our new Hydra UI.\xe2\x80\xa6 https://t.co/RPishuadyH',SocialMedia,0.128787879,3,Neutral
24-02-2017 14:52,"b'Personalized program predictions. Sleek aesthetics. Universal search. Meet Project Hydra, the latest TiVo UI:\xe2\x80\xa6 https://t.co/RIOusdD9sL'",SocialMedia,0.25,4,Positive
11-01-2017 21:22,b'RT @FierceCable: TiVo unveils the predictive powers of its new \xe2\x80\x98Hydra\xe2\x80\x99 interface\nhttps://t.co/icz1zOGuIV',SocialMedia,0.136363636,3,Neutral
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Hydra UI is good,Amazon,0.45,4,Positive
