Date,text,DataSource,Polarity,SentimentScore,Sentiment,Feature,match
20-06-2017 20:48,"b'@thewinecoach Hi @thewinecoach! You can try to unplug everything from the TiVo BOLT, wait 30 seconds, and plug back\xe2\x80\xa6 https://t.co/7vE1wtN3am'",SocialMedia,0,3,Neutral,BOLT,
06-08-2017,"b""Bigger and Bolder\xe2\x80\x94that's the TiVo BOLT+. Did we mention it can record 6 shows at once? Mic drop \xf0\x9f\x8e\xa4. https://t.co/HO8kdEM66S""",SocialMedia,0,3,Neutral,BOLT,
25-05-2017 17:16,b'@dolfer Hi Dolf. The TiVo Bolt does have support for 4K digital resolutions.',SocialMedia,0,3,Neutral,BOLT,
05-10-2017,"b'Hi @daytime6976, 6 tuners TiVo devices are Roamio Pro and Bolt+. For prices, our Sales Support  can be reached at 877-367-8486.'",SocialMedia,0,3,Neutral,BOLT,
05-10-2017,b'@elahd I would not try to plug the RF dongle into the TiVo Bolt+. It may be causing things not to function properly.',SocialMedia,0,3,Neutral,BOLT,
05-10-2017,"b'Hi @elahd, Bolt+ has RF built in, so there is no need for USB dongle. The range is 30 ft and there is no way to extend the range of the RF.'",SocialMedia,0,3,Neutral,BOLT,
27-04-2017 18:00,"b'Bigger is better. No matter how big your entertainment appetite is, the TiVo #BOLT can handle it. https://t.co/Qbz7qngEHB'",SocialMedia,0.166666667,3,Neutral,BOLT,
27-04-2016,"TiVo Bolt dramatically improved my Verizon FiOS TV experience. Love it!!	I am comparing TiVo Bolt with standard Verizon FiOS 320Gb DVR (not new, more expensive Quantum FiOS).Pros:1. I am not paying $28 per month to Verizon for using outdated DVR technology (1 DVR, 1 extra box) - now I am only paying Verizon $5 monthly fee for renting a CableCard in addition to programming fees.2. Amazing picture quality. It certainly seems that my TV signal quality (I have a five year old high-end 1080p Sony Bravia TV) improved dramatically.3. TiVo Bolt is way faster and has a materially better UI than my old FiOS DVR.4. I can record four shows simultaneously at the same time v. two using FiOS boxes. Recording options are way more advanced on TiVo and greatly improve the overall experience.5. Ability to search for your desired content, be it shows, movies or whatever else across all of your services (Amazon Prime, Netflix, Hulu, inter alia) is revolutionary. To that extend, I highly recommend getting a TiVo Slide Pro Remote which has a sensor-activated backlit keyboard and a Search button.6. TiVo Mini works extremely well and has no monthly fees whatsoever7. QuickMode works well but it takes time getting used to.8. The device itself is small, sleek and sexy.9. TiVO recording can be pulled up using Amazon Fire / Amazon Fire Stick allowing kids to watch recorded shows on secondary TVs (however see below)10. I now have three times (3x) more space to play with on my DVR.So-so:1. Skip Mode, which fully skips commercials with a click of a button is incredible when it is available. In my experience, it is available only on ~33% of the shows I",Amazon,0.75,5,Very Positive,BOLT,
20-04-2016,"Best STB/DVR for Supported Cable Systems	TiVo as the superior Set Top Box/DVR option:I've had plenty of STB/DVR boxes from the likes of Motorola and Atlanta Scientific over the years and they ranged from bad to awful. Big, clunky, and feature-limited boxes with horrid program guides. Technology has marched on and these beasts had hardly advanced in 20 years. The X1 platform is the first significant improvement, but follows the same tired and user-hostile recipe- including monthly rental charges for the box. I recently lived in an area where the local cable company gave up on the proprietary boxes and issued their customers TiVos (Premiere model) instead. Prior to this, I had no experience with or interest in having a TiVo. I was a total convert. Then I moved back to a Comcast location and totally missed the TiVo. So I did some research and bought the 500GB TiVo Bolt. Now there are plenty of cost-breakdown analyses out there and you will save money in the long run, but I'm not going to focus on that here. Getting the CableCard from Comcast was painless, other than having to go to one of their storefronts and take a number and wait. Also painless was the setup- call their special number for CableCard setups- 877-405-2298, otherwise, you will endure pain (you have been warned).What usually turns people away from TiVo is that the box is essentially useless without subscribing to TiVo Service. It's not an insignificant cost and needs to be factored into your decision. The Bolt (at time of writing) includes the first year of service, but is then $15/mo or $150/year or $600 for the lifetime of the Bolt device. So you have the",Amazon,0.75,5,Very Positive,BOLT,
19-11-2015,"Five Stars	Excellent",Amazon,0.75,5,Very Positive,BOLT,
"May 15, 2016","Five Stars	Love that skip mode on my Bolt.  Features great and easy to use.",Amazon,0.75,5,Very Positive,BOLT,
"September 25, 2016","Stop renting your DVR and paying taxes every month. This works great and is fun to use!	We decided to reduce our cable bill has much as possible by buying our own equipment last year. We selected the TiVo Bolt because it was 4K compatible and because the guide and search features across all the platforms we use, Netflix, Amazon Prime, and Hulu, was included. We've had it almost a year and I couldn't be happier. It's very intuitive to use and I love accessing my DVR in the bedroom using my Galaxy and headphones at night with the TiVo app.The ability to skip commercials with many recorded shows and to increase the play back speed without decreasing sound legibility on programs like Antiques Roadshow is a great timesaver (and I don't fall asleep watching slow talking shows as much anymore). Occasionally, the unit will stop functioning, but his is usually after one of our too frequent Florida power outages. After contacting customer service, which was a good experience, I learned to just re-boot, the answer to most of life's electronic problems, and was back on line quickly. After 10 months, the unit paid for itself in DVR rental fees. I pay about $5.00 a month for a cable card, but that's nothing compared to $25.00 plus taxes on a unit that's not nearly as powerful and fun to use at the Bolt.We didn't buy the lifetime service for the guide because I was a bit nervous not knowing how long our box would last. I will probably kick myself if we're paying a guide fee that will start this November for two years, because that's the pay off point. By then, though, I may be tempted to get the latest and greatest new Bolt.",Amazon,0.75,5,Very Positive,BOLT,
"September 2, 2016","Worth it for skip feature alone!	My TiVo was about nine years old, and we had it on an older TV set. When we finally updated to a HD TV my old TiVo couldn't handle 1080p, and if a show isn't on the TiVo we're pretty much just not going to watch. I was hesitant to update the TiVo because my goal is to get rid of cable eventually, but I'm glad I did. I know there may have been good TiVos after my old one, but I think this one is the only one with skip capability and I LOVE IT. If I show doesn't have skip I get irritated that I have to manually fast forward through the commercials. And the upgrade of how many shows we can record at the same time is helpful. We don't keep movies etc on the TiVo so we didn't need the higher capacity and we find there is enough storage for what we need, just a few shows a week that we delete as we watch. If you like to keep shows and movies too re-watch it would be worth it to get the higher capacity.",Amazon,0.75,5,Very Positive,BOLT,
"March 7, 2017","Love Love Love this device	Love Love Love this device.  I can ""cut the chord"" and record (and pre-set recordings) for all HD broadcast shows.  Especially handy during college football and basketball seasons.  Never miss a game (especially since Sling rarely has any games in replay!).  Easy to use user interface.  Easy set up (I mean VERY easy).  I set my entire TIVO box in about 30 minutes including ""cycling"" times and connecting HD OTA antenna.  Great multi-functional remote that takes over TV, live streaming, and OTA broadcast functionality (except if you have Sling which requires ROKU etc).  If you are thinking of cutting the chord and minimize streaming services/costs AND you don't want to wait until Hulu posts a certain show (or doesn't at all like ""Quantico"" that has to record OTA or with a special subscription to a cable company affiliated with ABC!!) then this is a GREAT option to ""cut the chord"" with cable companies and allow you to only subscribe/purchase the minimum streaming services to get exclusive stuff like ESPN and Fox. With the TIVO Bolt, I've cut my cable costs by about 70% --- currently have Sling $20 (for ESPN mainly-- requires a ROKU stick that you can get for free from Sling), HULU w/ Showtime add-on and commercial free option $21, Netflix for certain Netflix only shows $8.  My Amazon Prime membership I have for my purchases includes Amazon video so it's a ""sunk cost"" so I don't really include it as a ""streaming cost"" since I'd have Amazon regardless of what comes with it.  My Internet access for 40mbps is $35/month.  All in all I spend about $84/month for internet and streaming costs.  PLUS with",Amazon,0.75,5,Very Positive,BOLT,
"April 10, 2016","Excellent Alternative to Time Warner Cable's DVR and Guide	Rarely, do I find a mix of technology and support that is worth a 5-star rating.  However, after only a week of having one, the Tivo BOLT (and an accompanying Mini) have made the list.There's a lot of talk about ""cutting the cord"" with content providers, and we did that for about a week.  While the ""cord"" remained partially connected (for Internet access), we dropped all TV content opting for the chance to dive head-strong into antennas.  Quickly, we found ourselves futzing with antenna direction, getting one that would rotate, and finally giving up after visions of the 1950's dad holding bunny ears just right to see The Ed Sullivan show.  While the off-the-air broadcasts of local channels works, it's just not reliable. Reception suffered from pixelation, broken frames, and jittery picture from even the strongest signals which were also seriously affected by wind and storms.  Our location may not have been the best without hoisting a 50' antenna (which I wasn't willing to do).However, partially adding-back content with the use of a CableCARD has effectively allowed us to get the local channels and some that we were used to watching, while cutting our monthly costs significantly:  renting two DVRs ($12.99ea), the DVR fee for each ($8.50), the ""Guide"" fee ($3.25x2 -- what?  shouldn't this have been free with the service?), taxes and surcharges (what??) totaling over $16/month; and you get the picture.  The Tivo pays for itself quickly, and factoring in the annual fee (first year's free) ends up cancelling out renting one DVR (and, forget those other cable company",Amazon,0.75,5,Very Positive,BOLT,
"April 6, 2016","Let's be honest...	Let's be honest -- TiVo isn't for everyone, but it IS for me and my family.  There are certainly less expensive options, particularly if you're a cord cutter. However, if you are like me, and have wife that watches Discovery ID (or some other cable channel) AND Netflix constantly and has ZERO tolerance for input switching or other ""technical BS"" -- this is the best option.  TiVo just works with everything, and seamlessly integrates cable with online options.  It's also pricey.. but if you're stuck with cable like I am, you may already be paying a stupidly high cable bill.  At that point, just suck it up and buy the stupid thing... you'll be happier for it. Worst part? No doubt about it, its working with your cable company for the cable card, etc.  Again, just suck it up and go for it.  I think you'll be happy you did.They finally got it right with the Bolt.  It did take a while... the Premiere model was slow.  The Roamio was (and is) a great option... but the Bolt fixes what was left. Here's what I liked about it vs. the Roamio: 1) smaller; 2) quieter; 3) 4K (not that it really matters much, yet); 4) gigabit ethernet; 5) 1 year of service included (if you buy before May 2016).  It's not all perfect.. like a lot of technology there are some quirks.  I did have an issue with audio dropouts along with my Sony TV and Sonos Playbar.  I do think it was an issue with the Sony, because when I plugged the optical direct from the TiVo to the Playbar the problem went away... I switch the audio source to PCM on both the TV and the TiVo.  All set.People look at me funny when I tell them I have TiVo... I don't thi",Amazon,0.75,5,Very Positive,BOLT,
"February 7, 2016","A bit of a pain to set up, a dream once you do!	I had DirecTV for years, and I loved it- the only thing was the price of programming in addition to cable prices started to really add up. I went down to basic cable with Charter.  I found it unusable after all of my years with satellite. The OS of the HD cable box was so dang UGLY and doing everything (On demand, guide, etc) was such an absolute chore.  I knew I needed something new.  I had Tivo back in the day when they were in business with DIrecTV, and I decided to give it a shot.  I read some of the reviews how things were so difficult in dealing with the cable company and the antiquated, dreaded cable card! Let me tell you- it was a bit of a chore. Getting the card was east enough, but you need to have an adapter (provided by Charter) in addition to getting the card. You will need another coax cable to run from the adapter to the TIvo box.  They did not give me one at the cable company, so be aware.  The software of the Tivo did get hung up at 72% while it was downloading the information from the cable- it seems like this was something that has happened to many people.  I called the cable company again and had them unpair and pair the cable card again.  After a bit, it worked, and it's a dream. It does take 1-2 hours to get it all set up.  Be patient, and know that once everything gets put together from the cable company side, it works like a charm.  When you combine this with Amazon Prime, Netflix, and Hulu- you'll be amazed at the amount of content that is beautifully presented and easily accessed.  I can't see a way for it to be better.  Try it, relax, and take t",Amazon,0.75,5,Very Positive,BOLT,
"May 2, 2016","The Cadillac of DVRs	This is my third TIVO purchase since 2001. I have used other DVRs but I keep coming back to them. This time I cut the cord and use this as a combo receiver and DVR. This company just seems to ""get it"", their recorders offer more. TV should be simple. This keeps your antenna, various streams, YouTube and even Pandora all off one easy to surf menu. The OnePass options to have a permanent constantly renewing list by genre, TV Show, actor, etc, is just one of many functions that has come standard with Tivos that others are still slow to catch on to, and the new function of commercial skip (where applicable) does what it says it does...jump the entire commercial break with a press of a button and back to the show.The only new function I can't speak to is the Fast Play, which is not an option I would choose to turn on, but for binge watchers I could see how something like that would be useful. If you are cutting the cord and can make the investment, this is worth every penny, easily the Cadillac of DVRs.",Amazon,0.75,5,Very Positive,BOLT,
"November 6, 2015","Im glad I made the purchase	I was a little reluctant to purchase as the product has not been out very long but I wanted to benefit from the features it has such as 4K and much faster than my old TiVo box and the free 1 yr. service, I could not benefit from the mini with my other TiVo boxes so they cost of ownership made sense to me. I bought this box with 1 year free service and I will purchase a Mini to PR with it which brings my bill down to nothing for 1 year as I will disconnect both of my other TiVo boxes with a savings of about 30 per month and 360 per yr. (which just paid for the Bolt)OK now on to the box and setup.. on my other 2 pervious TiVo boxes the install was painful (mainly on the Comcast side) so I was not thrilled with having to go through that again,  but it was far from that. I went to Comcast and picked up a cable card and went home on popped it in the Bolt, called Comcast to activate the card, while on the phone with them I was on TiVo's site activating the Bolt, about 30 min later without any issues I was up and running.......WOW  that made my day.. thanks TiVo and Comcast for getting this process all dialed in.I have not had much time to play with the box but from what I can see it looks great, I like the channel labels and it is quick, much faster than my other TiVo Boxes.",Amazon,0.75,5,Very Positive,BOLT,
"November 17, 2015","Awsome!	The best DVR available.  Skip mode is great, one button press to seamlessly cut through the entire commercial segment and it lands you a few seconds before the show resumes.What I like most about the Tivo Bolt is how it incorporates Live TV, DVR, as well as popular streaming services into one easy to use interface.  Want to watch the live Sports game?  Bam, ok you're done.  Want to watch something from Netflix or Amazon Video?, you no longer have to switch inputs or mess around with another piece of hardware like a Roku or AppleTV.  The Tivo Bolt lets you watch shows from Netflix, Amazon and others just as easy as if you were going to a Live TV station.It's a game changer device IMO.  Combine the Bolt with Mini's around the home and you now have a unified media network that will stream LiveTV, RecordedTV around the house and also play stuff from the best streaming services.So much better than having to deal with the punitive pricing structure of Cable and Satellite providers who punish their subscribers for using multiple TV's.",Amazon,0.75,5,Very Positive,BOLT,
"June 19, 2016","Great substitute for paying cable equipment fees!	Paying $295 a month for Verizon Fios was killing me! And I didn't even have all the movie channels!! I decided to start comparing, Comcast, satellite, etc. and then I stumbled on Tivo. I always thought Tivo was an outdated product but let me tell you, I couldn't be happier with this product! I have this Tivo Bolt in my main living room and 4 Tivo Mini's throughout the house. I still have Fios but now I have all the movie channels and dropped to a ""Custom TV and Sports"" package since I never watched all those channels anyway. I immediately started saving about $100 a month on equipment alone and dropping the package to this new one also saved. My cable bill is down to $130 a month with all movie channels! There are complications, there's no on demand so Cinemax, Showtime and Starz are not listed on the Tivo (HBO is), same with local channels but I have an Apple TV and an Amazon Fire TV so between the three, I can use and watch the on demand stuff with the exception of channel 7's on demand, you have to pay for it for some reason. The other's make you sign in with the Fios account and they work. I can even stream them from my phone flawlessly. I also love the Tivo suggestions! I've seen things that I haven't seen in years and would never thought to look for. I love this thing and very, very simple to use. Extremely happy with this purchase, should have done it years ago! My only suggestion to Tivo would be to increase the on demand products.",Amazon,0.75,5,Very Positive,BOLT,
"October 4, 2015","Great Entry Level DVR with a lot of Capability	Purchased from a B&M retailer. This is my first foray into the Tivo world and so far I am impressed. I had no issues with installation or activation of any services (I have FiOS). My HD and premium stations all work perfectly. The Bolt itself is small and lightweight; considerably smaller than my old STB.It did take a little while to activate but once complete and fully updated, the system is running well. I'm not a hardcore DVR person by any means whatsoever - I just wanted some recording capability and a better interface than the typical Verizon STB and this thing blows it out of the water. There are few apps at the moment but I fully expect this to change in the future. I believe Tivo has a lot in store for the Bolt. Amazon Prime and Netflix work great and integration with the iPhone also works well. 500GB is relatively small for a DVR, but expandable storage is doable via eSata. For me personally, this is a non-issue. Despite the 4K, I don't think this level of storage and 2 fewer tuners are enough for the hardcore DVR users out there, but for those simply wanting a better experience than their cable providers STB, this is a solid way to go.",Amazon,0.75,5,Very Positive,BOLT,
"July 11, 2016","Love the Bolt, but there are a few things to be aware of....	We mostly love the Tivo Bolt.  We've been using it for about a few months now and here are our thoughts...Things We love:1. SUPER SKIP!!! It is amazing, just push one little button at the start of a commercial break and BAM, you're back to your show!2. 4 Tuners, we only had 2 on our TiVo Premiere 500 GB DVR (Old  Version) - Digital Video Recorder and Streaming Media Player - 2 Tuners and while I didn't think we needed more than 2 tuners most of the time, it was always annoying to miss an episode of a show when schedules got moved around and there were 3 things needing to record.3. We mostly upgraded because we got a free year of service when we purchased, which meant that we could upgrade our Tivo for just $120 if you considered that we were paying $15 a month for service anyways.  And after 6 years we figured a new Tivo for $120 was probably a smart idea in the long run.4. Still works with an Expandable Hard Drive, so we bought the smaller Tivo and transferred our Expandable Hard Drive from the Premiere to the Bolt and it's still compatible.  However we did watch and delete all programming off of it before moving it, Tivo says you can transfer programming in theory, but we couldn't ever get it to work.Things We don't love:1.  You know that spiny wheel that comes up during prime time when too many people are on the internet & Tivo's servers, it's not a software thing with your old Tivo, it still happens with the Bolt, don't buy the Bolt because you think it'll be faster to load, it's just as slow as any other.2. Super Skip doesn't work on all channels or even",Amazon,0.75,5,Very Positive,BOLT,
"April 29, 2016","Commercial Skip Feature is the Greatest!	After a net realized price increase of 23% to my cable bill I decided enough was enough.  Like many so what if I get a zillion channels. Most of them are never watched because they are useless.  So I started off purchasing an HD antenna to get all that I really wanted which was network channels.I stumbled across the Tivo Bolt and one of many things that got my attention was the ""Commercial Skip"" feature! After reading about its functionality I thought to myself I ""need this feature!""  I despise commercials, especially when most times they are repeated over and over during the same show.  Also, the prescription drug commercials during prime time are on the top of my list for annoying as well.I will be the first to admit that I love my gadgets so to justify this purchase was simply the mathematics.  Since I cancelled cable which resulted in approximately a $50 a month savings. The Tivo Bolt service is $15 a month. Since the current special includes a year of service the net cost equates to a little over $55 bucks for the device. Not bad at all!My Tivo Bolt arrived yesterday and the setup was very easy. It took close to an hour but the majority of that time was downloading and installing updates. The channel scanner located all of my network channels and I was ready to go with no issues or errors.Things I like:1.  Commercial Skip is the best. I feel so empowered when I use it. A victory if you will.2.  I like the one stop shopping for video and entertainment. No more switching input sources, hdmi 1, hdmi 2, etc. to use another source for streaming or subscriptions. Pretty much all",Amazon,0.75,5,Very Positive,BOLT,
"December 20, 2015","Pleased with the product	Once this is set up and activated, this functions extremely well. The instructions for first time use are minimal, and that can cause delays in getting it operating. For future buyers, please note: 1) Insert cable card, then connect to your cable outlet. After a few minutes, it will start it's own activation process, which is NOT the cable card activation process. 2) After the Bolt setup is complete, you'll need to navigate to CableCard menu screen, and have the information from that screen handy. 3) Call your provider (in my case, Comcast) and give them the card ID #, the Host ID #, and the Data #. Once that is activated, you'll be very pleased with the Bolt's performance and graphic interface, which is a huge improvement over Comcast/Xfinity. Unfortunately, the Tivo Mini that I also ordered was disappointing, due to it's need for 1990's wired technology. I'll write a separate review about that.",Amazon,0.75,5,Very Positive,BOLT,
"February 25, 2016","First TiVo and loving every aspect of it!	Due to increasing cable costs, I've been trying find ways to cut my bill. For awhile I've been considering getting a TiVo. This would allow me to ditch my cable companies dvr box and dvr service. When I heard about the TiVo Bolt I decided it was time. I've had the TiVo for a week and so far I love this thing. Far more options than I had with my cable supplied dvr box. The TiVo programming and recording is pretty simple. For those considering making the switch you'll find that the TiVo has everything you get from your cable company box, plus a whole lot more. For me the perks are the commercial skip, although not available on every show, it's available on many of the shows I record. Also the QuickPlay feature is good for watching shows that you may have stockpiled. Bing watch in less time. Netflix, YouTube, Amazon Prime, and more are all easily accessible. As well as Spotify (although you need a full membership to access it), I Heart Radio and On Demand (depending on your cable provider). Now, the down side. I set mine up a week ago, it's taken that week to access everything. I had the cable card (required to get your cable channels) I had a wireless connection (required to access the TiVo guide and features). But I couldn't get everything to talk to one another. My first problem was getting the MAC address to talk to my router. My set up requires me to enter the MAC address for whatever I connect wirelessly. However you need to do a software upgrade as soon as you start the TiVo. Not possible if you can't connect wirelessly. I needed to connect thru my Ethernet, then could find",Amazon,0.75,5,Very Positive,BOLT,
"November 18, 2015","TiVo keeps getting better and better.	I upgraded from a TiVo HD to the TiVo Bolt.The new TiVo Bolt works great with Comcast XFINITY cable TV and the other internet video services I use (like Netflix, Amazon Video and YouTube).I like the speed of the new TiVo. The new user interface, while taking a few days to get used to, is really an improvement.  The new remote control is great (and not having to point it at the TiVo is wonderful!)  The iPhone app works pretty much flawlessly for scheduling and viewing recorded content (and I can use my iPhone as a remote control if I can't find the remote!)  The commercial skip is really effective on the shows that support it.  Configuration with the Comcast cable system was time consuming but straightforward and we experienced no issues there.  There was a little hiccup when I tried connecting the Extender Drive from our old TiVo, but a new cable fixed that and we are up and running with 1.5TB of storage.",Amazon,0.75,5,Very Positive,BOLT,
"April 9, 2016","Great system that pays for itself.	[Edit 7/16/2016 at end of original]I know Tivo has a reputation for a superb user experience, but it wasn't that that drew me the system.  It was the savings of owning vs renting.  I save $10 a month owning the Bolt & Mini along with the cable card rental fee.  The system pays for itself in under 2 years, and I get the premium UI experience of the Tivo to boot.The Bolt integrates TV & online streaming with a focus on shows.  Favor a TV show, and Bolt will make the seasons available to you across live, recorded, and streaming services. Once you learn to trust it, it's wonderful - you focus on the show, and the Bolt does all the work to assemble the show's seasons for you.Glad to see I wasn't the only one who thought the set up was a bit more of pain than it should have been.  The fault isn't with the equipment - it's the activation process that could have been more verbose to let you know how it was progressing.  The process takes an hour, so set your expectations accordingly.Overall, the Bolt is a great system.  You focus on content, and Bolt does the legwork to find it - all the while saving you money over renting equipment from the cable company.  Recommended.[Edit: Addendum]  One niggle to point out - the YouTube & Hulu apps are a tad buggy, though they seem to be getting better over time.  Youtube use to occasionally error in the middle of videos, but now just quits suddenly after prolonged use.  Hulu can freeze after delivering its commercials.  These problems are deal-killers, but they can be annoying.",Amazon,0.75,5,Very Positive,BOLT,
"February 14, 2016","Extremely fast, great user interface, awesome Amazon Prime and Netflix integration, cheaper than cable DVR.	I've been very impressed with the Bolt so far. Extremely fast and highly usable. Aside being a top notch DVR, I also love the integration with Amazon Prime and Netflix as well. I've upgraded from FIOS DVR to Xfinity cable-card and it is saving me money over their rental unit, less boxes and cables next to my TV, lower power consumption, and just a significantly better DVR. So far a win, win, win.Not many downsides for me.  Some UI stumbles but it is probably more with my learning the remote rather than a problem with the Tivo.",Amazon,0.75,5,Very Positive,BOLT,
"April 28, 2016","Glad to be a Tivo user once again	I was a Tivo user long, long ago when it was about the only DVR option for Directv.  Finally had the opportunity recently to become part of the family again when I moved to an area that was serviced by Comcast.  It's great to be back.  Interface is simple and intuitive and it's also great to have access to Netflix, Amazon Prime, Hulu, etc. from the Tivo menu.  (Now if they could just figure out a way to integrate HBONow.)  After some confusion, I was delighted to discover that the ability to set up a MoCa network was built into the Bolt so adding a Tivo Mini in another room was quick and simple.  Pairing with one of Comcast's cablecards was a bit of an ordeal but, after a few misfires, everything is running smooth.",Amazon,0.75,5,Very Positive,BOLT,
"May 1, 2016","Great Upgrade	Fantastic upgrade to my Series 3.  I was a bit bummed that I couldn't keep my existing rate, but the free year makes up for it.  The interface is even better and more intuitive than before.  I wish I had made the switch immediately after the release.The Skip Mode is nice, but so rare for what I watch, it's not a huge selling point.  Also, I don't find the One Pass terribly helpful add I don't subscribe to Hulu and it links to Paid Amazon content rather than Prime...So I find it a bit annoying I can't have it recognize what is substitution based vs what I already pay for.  Obviously this is easy to ignite with the click of a button.Swapping cable cards was a snap and quickly recognized.",Amazon,0.75,5,Very Positive,BOLT,
