Date,text,DataScource,Polarity,SentimentScore,Sentiment,Feature
26-04-2017,"The TiVo Bolt is definitely lacking when it comes to crucial video streaming apps. While it has Vudu, Amazon and Netflix, it's missing key services, like Showtime Anytime and HBO Now, that would allow cable reductionists to only pay for an antenna and then stream premium content through the apps instead of a paid cable package.",TechReviews,-0.04,2,Negative,APPS
26-04-2017,"On top of all that, the Bolt is a competent 4K streaming device, tackling Netflix's Ultra-HD library at launch and setting a course for Amazon's offerings next. It could use a few more apps, like HBO Now and Showtime Anytime, to round out the options for cable cutters trying to scale back their cable bill.",TechReviews,0.157142857,3,Neutral,APPS
26-04-2017,"Our son in law told us about TiVo, and how much money they were saving. We decided to cut back on what we were spending on television since most of what we were watching was on the Networks, and on Netflix and/or Hulu. Could not be happier with this product. Put an antenna in our attic and getting all of the channels we need, coupled with streaming tv (with many built in Apps) its perfect. The interface is far easier to use than our old television provider box and the storage pace at 1TB allows for 150 hours of HD recording time. We coupled it with a TiVo mini for our bedroom and don't think we'll ever go back to paying for television again!",TechReviews,0.3,4,Positive,APPS
26-04-2017,"he TIVO Romio works great for recording OTA shows. The guide layout and simplicity of the remote make the Tivo a great addition to purchase. Although the streaming apps are limited it does include Netflix, Vudu, youtube, Amazon Prime and HBO Go along with a handfull of others. Nice item overall.",TechReviews,0.338095238,4,Positive,APPS
26-04-2017,"4K HDR capabilities, 4K Netflix on-board, cross-platform search, multiroom with other TiVo boxes to share recordings, download recordings to free mobile app, record six channels",TechReviews,0.1375,3,Neutral,APPS
26-04-2017,"That's because the V6 box comes with eight TV tuners, with six available for recordings and two put aside for future development. That means you can record up to six shows at a time, while playing back a previous recording or streaming something over\xc2\xa0Netflix, YouTube or one of the terrestrial catch-up services that are available. Sky is planning to add the same recording functionality to its 2TB Sky Q in a software update, but as yet the Virgin Media device is unparalleled.",TechReviews,0.09047619,3,Neutral,APPS
26-04-2017,"he hindsight we mentioned earlier has given Virgin Media the chance to adopt the tech for its box. And while it is yet to implement it with a future software patch of its own, the fact that you will soon get HDR compatibility for Netflix, other content partners and broadcasts makes this box as future-proof as they come.",TechReviews,0.11875,3,Neutral,APPS
26-04-2017,"It's important too, as when it comes to 4K content Virgin Media does lag behind rivals. At present, you can watch Netflix shows, like The Crown, Stranger Things and Narcos in 4K, as long as you have a premium Netflix subscription (priced at \xc2\xa38.99 a month). Others have Ultra HD footy and films aplenty, so are on a higher rung of the ladder already. Give the V6 box time though and its library will undoubtedly grow. It certainly has great potential for expansion and you'll be happy of that in a year or so.",TechReviews,0.223809524,3,Neutral,APPS
26-04-2017,"mart search across all content, including Netflix",TechReviews,0,3,Neutral,APPS
26-04-2017,"As a trade-off for multiroom compatibility with older TiVo boxes, the V6 box has the exact same software running the show \xe2\x80\x93 something that dates it aesthetically. Other systems and services, including Netflix's own front-end that can be accessed on the box, are more modern and just, well, prettier.",TechReviews,0.227380952,3,Neutral,APPS
26-04-2017,"If you search for a show on the box, you'll be presented with all the results no matter where it is being hosted. It could be part of UKTV Play's channels, a catch-up service, or Netflix. And if it's the latter and you start the show, it automatically circumnavigates the Netflix app start-up process and starts the programme directly - in the best format possible, including 4K.",TechReviews,0.275,4,Positive,APPS
26-04-2017,"We searched for The Crown, for example, and it popped up on the screen as if it was a normal broadcast show. But starting it opened Netflix and jumped straight into the episode. This kind of freedom for content is superb and gives Virgin Media a current advantage over rivals.",TechReviews,0.325,4,Positive,APPS
26-04-2017,"But choosing between Virgin and Sky Q will mainly come down to circumstance and personal choice. There is little doubt that Sky offers more compelling content options, especially when it comes to 4K, with its movies, box-sets and live football (plus F1 from the start of the new season). It doesn't have Netflix in 4K though. Nor does it have the ability to output HDR video in future. The Virgin TV V6 box does and that might swing it for the purists.",TechReviews,0.090576217,3,Neutral,APPS
26-04-2017,"he Bolt comes with a wide range of streaming apps, including the familiar options you would expect, such as Netflix, Amazon Instant Video, Hulu and YouTube.",TechReviews,0.06875,3,Neutral,APPS
26-04-2017,"It includes a feature called OnePass (a service that replaced the former Season Pass), which automatically finds and records shows across both live TV and online streaming services. For example, fans of the show Gotham can enter their account information for services such as Amazon Instant and Netflix and OnePass will pull in the series\xe2\x80\x99 shows from all of those as well as your cable provider\xe2\x80\x99s own on-demand service (if available) and put them into one easy-to-access place. OnePass is intelligent and convenient, and made both starting new shows and catching up on others simple and elegant.",TechReviews,0.264393939,4,Positive,APPS
26-04-2017,"I went out and bought a TiVo Bolt and Mini thinking that would be the answer to my frustration with high cable TV prices. I got the hardware installed and signed up for everything online, give them a credit card number for month by month subscription until I decided whether the service was right for me or not. After a few months I realized that it really didn't give me what I needed. I still had to subscribe to Netflix Hulu Amazon in order to give all of the programming that I wanted and TiVo just didn't seem worthwhile.",TechReviews,0.189142857,3,Neutral,APPS
26-04-2017,"I don't even know the support phone numbers for Apple and Amazon because I have never had to call them. Tivo offers a link to Netflix and Youtube just like Apple. Choosing the Tivo link instead of Apple is madness - freezes up midway through any show. Same top of the line router, same distance from it. And the Tivo smartphone app? HaHaHa...",TechReviews,0.16,3,Neutral,APPS
26-04-2017,"iVo first appeared in 1999 with the DVR. Today it offers the TiVo BOLT, a streaming device that turns your TV into a smart TV by integrating your favorite streaming apps like Hulu, Netflix, Sling TV and more. The BOLT comes in a 500GB, 1TB and 3TB storage capacities. That comes out to be about 75, 150 and 450 hours of show and movie storage capability. Pricing starts at $199.99 for the 500GB BOLT, $299.99 for the 1TB and $499.99 for the 3TB.",TechReviews,0.312857143,4,Positive,APPS
26-04-2017,"When we tested the Bolt, it included support for Plex, Vudu, AOL On, Pandora, Spotify, iHeartRadio Netflix, and Amazon. You can now add HBO Go and Hulu to that list, as well, which pretty much covers all of the major streaming servies. Other apps are available through the built-in OperaTV store, including Facebook and Accuweather, with more services expected to come in the future. That means you likely won't need to connect an additional ",TechReviews,0.131944444,3,Neutral,APPS
26-04-2017,"TiVo's OnePass service lets you search for programs on Amazon, Hulu, and Netflix, so if you missed previous seasons (or even a recently broacast show), you can now go back and stream it from those services. You'll need to be a subscriber, but it's still a boon for the impatient.",TechReviews,-0.091666667,2,Negative,APPS
26-04-2017,"But the hardware is secondary to the amazing software package you get with the TiVo Bolt. After living with it for a few weeks, I would find it practically impossible to go back to anything but the Bolt. For those of you on an older TiVo box, you\xe2\x80\x99ll notice right away that the interface has been cleaned up considerably, with a Live TV window in the corner and suggested shows running along the top. The menus are responsive and all settings are much more accessible than in previous versions of the OS. What\xe2\x80\x99s particularly noteworthy is OnePass. The outdated Season Pass feature is gone. I loved it because it let me catch every episode of a show, no matter when or where it aired. But inevitably I would miss an ep and be stuck rifling through Netflix or sifting through VuDu or Amazon. OnePass takes those two paradigms, recording live television and streaming video, and mashes them together. Now, I can see a listing of all the seasons and episodes of a OnePass show, along with\x...",TechReviews,0.10702324,3,Neutral,APPS
26-04-2017,his bolt is great for antenna users. The interface is fast and easy to use. Having netflix built in is a great plus as well. Easy to set up. Worst part is having to have subscription plan.,TechReviews,0.277777778,4,Positive,APPS
26-04-2017,"I bought it because my cable company no longer offers a dvr with a 30 second skip feature. You can set this baby to skip 30 seconds or to ffwd 30 seconds, which ever you prefer. It also has commercial skip for most popular shows. It also has prime, Hulu, Netflix and several other apps. The wifi is a little weak, but it's super fast if you connect it to your router with a network cord. My only regret is not getting the bolt plus with the 3 tb hdd. Don't hesitate, you will love it.",TechReviews,0.118910256,3,Neutral,APPS
26-04-2017,"iVo imagines a world in which broadcast, cable TV and streaming media apps like Netflix and Amazon Prime all live in one universe, and if you were to search for a TV series like ",TechReviews,0.136363636,3,Neutral,APPS
26-04-2017,"Like streaming boxes from Apple, Roku and others, the Bolt has a collection of entertainment apps \xe2\x80\x94\xc2\xa0including Netflix, Amazon Prime, Vudu and others, but the offerings are skimpy compared to others. TiVo says other apps will be joining the lineup, including HuluPlus and potentially HBO Now.",TechReviews,-0.0625,2,Negative,APPS
26-04-2017,"Unlike the new Apple TV, the Bolt can show programming that's been presented in ultra-high definition 4K\xc2\xa0via the Netflix and Amazon Prime apps.",TechReviews,0.136363636,3,Neutral,APPS
26-04-2017,"ccess Live TV, Grande On Demand and a rich selection of Netflix content \xe2\x80\x94 all from one single device \xe2\x80\x94 your Grande TiVo box.",TechReviews,0.146645022,3,Neutral,APPS
26-04-2017,"One search finds TV shows and movies across Live TV, Grande On Demand, Netflix, and YouTube\xe2\x84\xa2. ",TechReviews,0.136363636,3,Neutral,APPS
26-04-2017,"\r\nInternet access is required to access Netflix. Customer must have a Netflix-ready device. Netflix is only available on TiVo set-top boxes from Grande; Motorola and Scientific Atlanta/Cisco boxes from Grande cannot access Netflix. Netflix streaming membership required. If you do not have a Netflix membership, you will need to register and accept Netflix's terms and conditions of use. Existing Netflix customers who have compatible TiVo equipment from Grande can access the Netflix service from their TiVo box. Access to some interactive features may be limited by a third party. TiVo and the TiVo logo are trademarks or registered trademarks of TiVo Inc. or its subsidiaries worldwide. All other names, logos, images and trademarks are the property of their respective owners. ",TechReviews,0.033928571,3,Neutral,APPS
26-04-2017,Hi there. When I try to open the Netflix app on Tivo I get the following error message,TechReviews,0,3,Neutral,APPS
26-04-2017,It has been like this for a while and I've rung Virgin but they said to ring Netflix who didn't recognise the error message and told me to turn off the Tivo box wait a bit and turn it back on again. I have done this but the error message is still the same.\xc2\xa0,TechReviews,0,3,Neutral,APPS
26-04-2017,Welcome to the Community Forum and thanks for your post. I'm sorry to hear that you are experiencing a problem with accessing the Netflix app via\xc2\xa0your TiVo\xc2\xae.,TechReviews,0.166666667,3,Neutral,APPS
26-04-2017,"Any reason why Netflix takes an age to load through the Tivo box? \xc2\xa0I can watch Netflix wirelessly on my iPad with no issues loading up at all, however through Tivo you might as well go do something else whilst it's loading. \xc2\xa0Any quick fix for this?",TechReviews,0.333333333,4,Positive,APPS
26-04-2017,e: Netflix so slow to load through Tivo,TechReviews,-0.3,2,Negative,APPS
26-04-2017,It may take time due to the content that needs to load inside the Netflix app.,TechReviews,-0.125,2,Negative,APPS
26-04-2017,"If I purchase a TIVO from Direct TV, will I be able to access Amazon and Netflix?.\xc2\xa0 Also, will I be able to access recordings from my other 2 mini direct tv units?",TechReviews,0.215,3,Neutral,APPS
26-04-2017,I'm having same issue and I live in the SF Bay Area. \xc2\xa0 My TiVo shows last successful update was 12/29/2015. \xc2\xa0 Since then it continues to fail. \xc2\xa0I also can't use the Netflix streaming app in my TiVo (Series 3). \xc2\xa0\xc2\xa0,TechReviews,0.077272727,3,Neutral,APPS
26-04-2017,"I have a brand new TiVo HD which allows me to view instant Netflix on my television. My wireless network is upstairs, whereas the TiVo is downstairs. My upstairs computers are wired, so I think the Airport device must remain upstairs with them.",TechReviews,0.068181818,3,Neutral,APPS
26-04-2017,"The good news is that the picture quality of the instant Netflx programs is jaw-droppingly awesome! The problem is that the audio on most of the films contains a digital 'stuttering' sound. The Netflix website suggests a USB cable to remedy the audio issue. But what would I connect it to? Again, the computers and the TiVo are in different parts of the house.",TechReviews,0.371428571,4,Positive,APPS
26-04-2017,low Netflix Speeds on TiVo Wired to Orbi Satellit...,TechReviews,0,3,Neutral,APPS
26-04-2017,low Netflix Speeds on TiVo Wired to Orbi Satellite,TechReviews,0,3,Neutral,APPS
26-04-2017,"I have an Orbi system set up with the router in my basement, Satellite 1 on the first floor and Satellite 2 on the second floor. Wireless speed is pegged at 120 Mbps down for devices where I can measure speed (iPads, iPhones, HP desktop, lenovo laptop) when connected to satellites or router. Wired to\xc2\xa0Satellite 2, with wireless adapter turned off on the desktop and laptop each show 1Gbps connection and internet download speeds pegged at 120 Mbps. Here's my issue. I have a TiVo Bolt+ wired to Satellite 1 and a TiVo mini wired to Satellite 2 (both with cat6 cables). Through the Netflix app on the Bolt+, I consistently see 33 Mbps download speed wired AND wireless when I disconnect the cable. Through\xc2\xa0the Netflix app on the Mini, I see 6 Mbps download speed wired. Has anyone else seen speed download limitations with TiVos connected to Orbis in this way? Any solutions?",TechReviews,0.086111111,3,Neutral,APPS
26-04-2017,e: Slow Netflix Speeds on TiVo Wired to Orbi Satellite,TechReviews,-0.3,2,Negative,APPS
26-04-2017,\n                    A friend of mine has TiVo and is interested in the Netflix service on there but he doesn't have internet but I've told him I could setup an email address for him. I think he just wants the 30 day trail tbh but would he be able to cancel via his TiVo when his trail is up or would he have to do it via a computer?                ,TechReviews,0.316666667,4,Positive,APPS
26-04-2017,"\n                            You can't cancel from the TiVo but I think what you can do instead is cancel your friend's membership as soon as signing up, so your friend wouldn't have to do anything himself to prevent getting charged after the trial period. I've mentioned this before but this is a nice setup VM have done for those wanting Netflix without the need of internet.                        ",TechReviews,0.6,5,Very Positive,APPS
26-04-2017,"You can't cancel from the TiVo but I think what you can do instead is cancel your friend's membership as soon as signing up, so your friend wouldn't have to do anything himself to prevent getting charged after the trial period. I've mentioned this before but this is a nice setup VM have done for those wanting Netflix without the need of internet.",TechReviews,0.6,5,Very Positive,APPS
26-04-2017,\n3 Open the Tivo app (or Channel 204) and sign in with email and password.  Tivo will remember these details and you will not have to sign in again (unless you want to watch Netflix on another device).,TechReviews,0,3,Neutral,APPS
