Date,text,DataSource,Polarity,SentimentScore,Sentiment
26-11-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
26-11-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
26-11-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
26-11-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
26-11-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
26-11-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
26-11-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
26-11-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
26-11-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
26-11-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
26-11-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
26-11-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
26-11-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
26-11-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
26-11-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
26-11-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
26-11-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
26-11-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
26-11-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
26-11-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
26-11-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
26-11-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
26-11-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.75,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
11-10-2017," TiVo Bolt Predictions dramatically improved my TV experience, Excellent",Amazon,0.62,5,Very Positive
11-10-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-10-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-10-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-10-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-10-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-10-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-10-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-10-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-10-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.45,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.325,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.325,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.325,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.325,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.325,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.325,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.325,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.325,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.325,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.325,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.325,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.325,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.325,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.325,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.325,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.325,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.325,4,Positive
11-01-2017,TiVo Bolt Predictions is good,Amazon,0.325,4,Positive
20-10-2017,TiVo Bolt Predictions is good,Amazon,0.325,4,Positive
20-10-2017,TiVo Bolt Predictions is good,Amazon,0.325,4,Positive
20-10-2017,TiVo Bolt Predictions is good,Amazon,0.325,4,Positive
20-10-2017,TiVo Bolt Predictions is good,Amazon,0.325,4,Positive
20-10-2017,TiVo Bolt Predictions is good,Amazon,0.325,4,Positive
20-10-2017,TiVo Bolt Predictions is good,Amazon,0.325,4,Positive
20-10-2017,TiVo Bolt Predictions is good,Amazon,0.325,4,Positive
20-10-2017,TiVo Bolt Predictions is good,Amazon,0.325,4,Positive
20-10-2017,TiVo Bolt Predictions is good,Amazon,0.325,4,Positive
20-10-2017,TiVo Bolt Predictions is good,Amazon,0.325,4,Positive
20-10-2017,TiVo Bolt Predictions is good,Amazon,0.325,4,Positive
20-10-2017,TiVo Bolt Predictions is good,Amazon,0.325,4,Positive
20-10-2017,TiVo Bolt Predictions is just ok,Amazon,0.212,3,Neutral
20-10-2017,TiVo Bolt Predictions is just ok,Amazon,0.212,3,Neutral
20-10-2017,TiVo Bolt Predictions is just ok,Amazon,0.212,3,Neutral
20-10-2017,TiVo Bolt Predictions is just ok,Amazon,0.212,3,Neutral
20-10-2017,TiVo Bolt Predictions is just ok,Amazon,0.212,3,Neutral
20-10-2017,TiVo Bolt Predictions is just ok,Amazon,0.212,3,Neutral
20-10-2017,TiVo Bolt Predictions is just ok,Amazon,0.212,3,Neutral
20-10-2017,TiVo Bolt Predictions is just ok,Amazon,0.212,3,Neutral
20-10-2017,TiVo Bolt Predictions is just ok,Amazon,0.212,3,Neutral
20-10-2017,TiVo Bolt Predictions is just ok,Amazon,0.212,3,Neutral
20-10-2017,TiVo Bolt Predictions is just ok,Amazon,0.212,3,Neutral
20-10-2017,TiVo Bolt Predictions is just ok,Amazon,0.212,3,Neutral
20-10-2017,TiVo Bolt Predictions is just ok,Amazon,0.212,3,Neutral
20-10-2017,TiVo Bolt Predictions is just ok,Amazon,0.212,3,Neutral
20-10-2017,TiVo Bolt Predictions is just ok,Amazon,0.212,3,Neutral
20-10-2017,TiVo Bolt Predictions is just ok,Amazon,0.212,3,Neutral
20-10-2017,TiVo Bolt Predictions is just ok,Amazon,0.212,3,Neutral
20-10-2017,TiVo Bolt Predictions is just ok,Amazon,0.212,3,Neutral
20-10-2017,TiVo Bolt Predictions is just ok,Amazon,0.212,3,Neutral
20-10-2017,TiVo Bolt Predictions is just ok,Amazon,0.212,3,Neutral
20-10-2017,TiVo Bolt Predictions is just ok,Amazon,0.212,3,Neutral
20-10-2017,TiVo Bolt Predictions is just ok,Amazon,0.212,3,Neutral
20-10-2017,TiVo Bolt Predictions is just ok,Amazon,0.212,3,Neutral
20-10-2017,TiVo Bolt Predictions is just ok,Amazon,0.212,3,Neutral
20-10-2017,TiVo Bolt Predictions is just ok,Amazon,0.18,3,Neutral
20-10-2017,TiVo Bolt Predictions is just ok,Amazon,0.18,3,Neutral
20-10-2017,TiVo Bolt Predictions is just ok,Amazon,0.18,3,Neutral
20-10-2017,TiVo Bolt Predictions is just ok,Amazon,0.18,3,Neutral
20-10-2017,TiVo Bolt Predictions is just ok,Amazon,0.18,3,Neutral
20-10-2017,TiVo Bolt Predictions is just ok,Amazon,0.18,3,Neutral
20-10-2017,TiVo Bolt Predictions is just ok,Amazon,0.18,3,Neutral
20-10-2017,TiVo Bolt Predictions is just ok,Amazon,0.18,3,Neutral
20-10-2017,TiVo Bolt Predictions is not good,Amazon,-0.45,2,Negative
20-10-2017,TiVo Bolt Predictions is not good,Amazon,-0.45,2,Negative
20-10-2017,TiVo Bolt Predictions is not good,Amazon,-0.45,2,Negative
20-10-2017,TiVo Bolt Predictions is not good,Amazon,-0.45,2,Negative
20-10-2017,TiVo Bolt Predictions is not good,Amazon,-0.45,2,Negative
20-10-2017,TiVo Bolt Predictions is not good,Amazon,-0.45,2,Negative
20-10-2017,TiVo Bolt Predictions is not good,Amazon,-0.45,2,Negative
20-10-2017,TiVo Bolt Predictions is not good,Amazon,-0.45,2,Negative
20-10-2017,TiVo Bolt Predictions is not good,Amazon,-0.45,2,Negative
20-10-2017,TiVo Bolt Predictions is not good,Amazon,-0.45,2,Negative
20-10-2017,TiVo Bolt Predictions is not good,Amazon,-0.45,2,Negative
20-10-2017,TiVo Bolt Predictions is not good,Amazon,-0.325,2,Negative
20-10-2017,TiVo Bolt Predictions is not good,Amazon,-0.325,2,Negative
20-10-2017,TiVo Bolt Predictions is not good,Amazon,-0.325,2,Negative
20-10-2017,TiVo Bolt Predictions is not good,Amazon,-0.325,2,Negative
20-10-2017,TiVo Bolt Predictions is not good,Amazon,-0.325,2,Negative
